matrikelnummer,firstname,name,projects,negatives,skill,programing_skills
327,Firstname,Name,"['Projekt 18', 'Projekt 41', 'Projekt 50']","['Projekt 25', 'Projekt 45']",Programmieren,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
328,Firstname,Name,"['Projekt 40', 'Projekt 59', 'Projekt 22']","['Projekt 45', 'Projekt 56']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
329,Firstname,Name,"['Projekt 41', 'Projekt 35', 'Projekt 21']","['Projekt 37', 'Projekt 1']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
330,Firstname,Name,"['Projekt 26', 'Projekt 53', 'Projekt 38']","['Projekt 6', 'Projekt 43']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
331,Firstname,Name,"['Projekt 38', 'Projekt 3', 'Projekt 48']","['Projekt 53', 'Projekt 33']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""Java"":""Anfänger"",""JavaScript"":""Anfänger""}"
332,Firstname,Name,"['Projekt 0', 'Projekt 50', 'Projekt 41']","['Projekt 36', 'Projekt 25']",Programmieren,"{""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
333,Firstname,Name,"['Projekt 32', 'Projekt 47', 'Projekt 1']","['Projekt 45', 'Projekt 20']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
334,Firstname,Name,"['Projekt 0', 'Projekt 44', 'Projekt 5']","['Projekt 20', 'Projekt 56']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
335,Firstname,Name,"['Projekt 16', 'Projekt 24', 'Projekt 13']","['Projekt 41', 'Projekt 19']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""PHP"":""Fortgeschritten""}"
336,Firstname,Name,"['Projekt 0', 'Projekt 16', 'Projekt 23']","['Projekt 7', 'Projekt 5']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
337,Firstname,Name,"['Projekt 47', 'Projekt 12', 'Projekt 19']","['Projekt 56', 'Projekt 35']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
338,Firstname,Name,"['Projekt 19', 'Projekt 26', 'Projekt 52']","['Projekt 58', 'Projekt 13']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
339,Firstname,Name,"['Projekt 21', 'Projekt 50', 'Projekt 58']","['Projekt 7', 'Projekt 20']",Programmieren,"{""C"":""Experte"",""C#"":""Experte"",""Java"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
340,Firstname,Name,"['Projekt 25', 'Projekt 1', 'Projekt 48']","['Projekt 8', 'Projekt 26']",Programmieren,"{""Python"":""Experte"",""PHP"":""Experte""}"
341,Firstname,Name,"['Projekt 39', 'Projekt 54', 'Projekt 44']","['Projekt 25', 'Projekt 49']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
342,Firstname,Name,"['Projekt 16', 'Projekt 37', 'Projekt 35']","['Projekt 1', 'Projekt 14']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""Java"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte""}"
343,Firstname,Name,"['Projekt 44', 'Projekt 33', 'Projekt 41']","['Projekt 13', 'Projekt 53']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
344,Firstname,Name,"['Projekt 46', 'Projekt 49', 'Projekt 54']","['Projekt 48', 'Projekt 47']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Anfänger""}"
345,Firstname,Name,"['Projekt 18', 'Projekt 22', 'Projekt 14']","['Projekt 46', 'Projekt 34']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
346,Firstname,Name,"['Projekt 8', 'Projekt 17', 'Projekt 23']","['Projekt 28', 'Projekt 3']",Programmieren,"{""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Experte""}"
347,Firstname,Name,"['Projekt 26', 'Projekt 19', 'Projekt 54']","['Projekt 58', 'Projekt 29']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
348,Firstname,Name,"['Projekt 59', 'Projekt 22', 'Projekt 44']","['Projekt 40', 'Projekt 11']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
349,Firstname,Name,"['Projekt 6', 'Projekt 8', 'Projekt 24']","['Projekt 45', 'Projekt 27']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger""}"
350,Firstname,Name,"['Projekt 47', 'Projekt 0', 'Projekt 54']","['Projekt 25', 'Projekt 50']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
351,Firstname,Name,"['Projekt 8', 'Projekt 20', 'Projekt 24']","['Projekt 45', 'Projekt 56']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
352,Firstname,Name,"['Projekt 34', 'Projekt 14', 'Projekt 48']","['Projekt 54', 'Projekt 57']",Schreiben,"{""C"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
353,Firstname,Name,"['Projekt 38', 'Projekt 18', 'Projekt 31']","['Projekt 0', 'Projekt 16']",Programmieren,"{""C"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Experte""}"
354,Firstname,Name,"['Projekt 8', 'Projekt 32', 'Projekt 0']","['Projekt 11', 'Projekt 59']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
355,Firstname,Name,"['Projekt 7', 'Projekt 51', 'Projekt 42']","['Projekt 39', 'Projekt 48']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
356,Firstname,Name,"['Projekt 40', 'Projekt 16', 'Projekt 47']","['Projekt 1', 'Projekt 38']",Schreiben,"{""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
357,Firstname,Name,"['Projekt 56', 'Projekt 12', 'Projekt 23']","['Projekt 48', 'Projekt 37']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
358,Firstname,Name,"['Projekt 51', 'Projekt 53', 'Projekt 59']","['Projekt 40', 'Projekt 35']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""PHP"":""Fortgeschritten""}"
359,Firstname,Name,"['Projekt 12', 'Projekt 5', 'Projekt 55']","['Projekt 23', 'Projekt 4']",Schreiben,"{""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
360,Firstname,Name,"['Projekt 44', 'Projekt 18', 'Projekt 46']","['Projekt 55', 'Projekt 37']",Programmieren,"{""C"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
361,Firstname,Name,"['Projekt 54', 'Projekt 13', 'Projekt 5']","['Projekt 34', 'Projekt 6']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten""}"
362,Firstname,Name,"['Projekt 49', 'Projekt 20', 'Projekt 24']","['Projekt 43', 'Projekt 2']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
363,Firstname,Name,"['Projekt 4', 'Projekt 55', 'Projekt 36']","['Projekt 25', 'Projekt 22']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""Python"":""Anfänger"",""PHP"":""Anfänger""}"
364,Firstname,Name,"['Projekt 39', 'Projekt 7', 'Projekt 35']","['Projekt 50', 'Projekt 58']",Schreiben,"{""C++"":""Experte"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
365,Firstname,Name,"['Projekt 20', 'Projekt 45', 'Projekt 41']","['Projekt 21', 'Projekt 37']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
366,Firstname,Name,"['Projekt 5', 'Projekt 46', 'Projekt 1']","['Projekt 32', 'Projekt 39']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Experte""}"
367,Firstname,Name,"['Projekt 54', 'Projekt 24', 'Projekt 1']","['Projekt 11', 'Projekt 12']",Schreiben,"{""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten""}"
368,Firstname,Name,"['Projekt 22', 'Projekt 50', 'Projekt 17']","['Projekt 34', 'Projekt 59']",Schreiben,"{""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten""}"
369,Firstname,Name,"['Projekt 27', 'Projekt 45', 'Projekt 37']","['Projekt 5', 'Projekt 26']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
370,Firstname,Name,"['Projekt 48', 'Projekt 57', 'Projekt 54']","['Projekt 44', 'Projekt 40']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten""}"
371,Firstname,Name,"['Projekt 26', 'Projekt 46', 'Projekt 47']","['Projekt 41', 'Projekt 20']",Schreiben,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
372,Firstname,Name,"['Projekt 49', 'Projekt 8', 'Projekt 46']","['Projekt 55', 'Projekt 38']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
373,Firstname,Name,"['Projekt 53', 'Projekt 57', 'Projekt 46']","['Projekt 12', 'Projekt 4']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
374,Firstname,Name,"['Projekt 52', 'Projekt 43', 'Projekt 21']","['Projekt 8', 'Projekt 3']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger""}"
375,Firstname,Name,"['Projekt 46', 'Projekt 4', 'Projekt 8']","['Projekt 44', 'Projekt 33']",Schreiben,"{""C"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
376,Firstname,Name,"['Projekt 35', 'Projekt 50', 'Projekt 54']","['Projekt 25', 'Projekt 1']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
377,Firstname,Name,"['Projekt 56', 'Projekt 20', 'Projekt 23']","['Projekt 35', 'Projekt 4']",Programmieren,"{""C++"":""Experte"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
378,Firstname,Name,"['Projekt 34', 'Projekt 31', 'Projekt 32']","['Projekt 16', 'Projekt 29']",Schreiben,"{""C"":""Experte"",""Java"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
379,Firstname,Name,"['Projekt 24', 'Projekt 39', 'Projekt 9']","['Projekt 28', 'Projekt 49']",Programmieren,"{""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
380,Firstname,Name,"['Projekt 40', 'Projekt 12', 'Projekt 49']","['Projekt 8', 'Projekt 56']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
381,Firstname,Name,"['Projekt 29', 'Projekt 40', 'Projekt 30']","['Projekt 35', 'Projekt 14']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""PHP"":""Anfänger""}"
382,Firstname,Name,"['Projekt 24', 'Projekt 3', 'Projekt 0']","['Projekt 26', 'Projekt 17']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger""}"
383,Firstname,Name,"['Projekt 47', 'Projekt 16', 'Projekt 43']","['Projekt 13', 'Projekt 56']",Schreiben,"{""C"":""Experte"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
384,Firstname,Name,"['Projekt 13', 'Projekt 59', 'Projekt 12']","['Projekt 47', 'Projekt 31']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Experte"",""Python"":""Experte"",""JavaScript"":""Anfänger""}"
385,Firstname,Name,"['Projekt 55', 'Projekt 2', 'Projekt 23']","['Projekt 19', 'Projekt 31']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""PHP"":""Anfänger""}"
386,Firstname,Name,"['Projekt 1', 'Projekt 13', 'Projekt 45']","['Projekt 39', 'Projekt 8']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""Java"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
387,Firstname,Name,"['Projekt 34', 'Projekt 24', 'Projekt 1']","['Projekt 50', 'Projekt 18']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""Java"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
388,Firstname,Name,"['Projekt 20', 'Projekt 21', 'Projekt 32']","['Projekt 26', 'Projekt 22']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
389,Firstname,Name,"['Projekt 57', 'Projekt 8', 'Projekt 0']","['Projekt 18', 'Projekt 54']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten""}"
390,Firstname,Name,"['Projekt 6', 'Projekt 40', 'Projekt 28']","['Projekt 1', 'Projekt 17']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Experte"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
391,Firstname,Name,"['Projekt 8', 'Projekt 5', 'Projekt 26']","['Projekt 39', 'Projekt 4']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
392,Firstname,Name,"['Projekt 58', 'Projekt 33', 'Projekt 30']","['Projekt 47', 'Projekt 29']",Schreiben,"{""C"":""Experte"",""C#"":""Experte"",""Java"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
393,Firstname,Name,"['Projekt 35', 'Projekt 51', 'Projekt 23']","['Projekt 21', 'Projekt 52']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
394,Firstname,Name,"['Projekt 42', 'Projekt 43', 'Projekt 47']","['Projekt 8', 'Projekt 36']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""PHP"":""Fortgeschritten""}"
395,Firstname,Name,"['Projekt 49', 'Projekt 18', 'Projekt 8']","['Projekt 15', 'Projekt 20']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
396,Firstname,Name,"['Projekt 26', 'Projekt 5', 'Projekt 22']","['Projekt 52', 'Projekt 42']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Anfänger""}"
397,Firstname,Name,"['Projekt 31', 'Projekt 29', 'Projekt 3']","['Projekt 59', 'Projekt 15']",Schreiben,"{""C"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
398,Firstname,Name,"['Projekt 42', 'Projekt 35', 'Projekt 20']","['Projekt 30', 'Projekt 52']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
399,Firstname,Name,"['Projekt 46', 'Projekt 38', 'Projekt 12']","['Projekt 50', 'Projekt 35']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte""}"
400,Firstname,Name,"['Projekt 38', 'Projekt 37', 'Projekt 2']","['Projekt 33', 'Projekt 48']",Schreiben,"{""C"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Experte""}"
401,Firstname,Name,"['Projekt 50', 'Projekt 5', 'Projekt 20']","['Projekt 8', 'Projekt 1']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
402,Firstname,Name,"['Projekt 25', 'Projekt 56', 'Projekt 47']","['Projekt 54', 'Projekt 8']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Python"":""Anfänger"",""PHP"":""Fortgeschritten""}"
403,Firstname,Name,"['Projekt 58', 'Projekt 32', 'Projekt 40']","['Projekt 39', 'Projekt 42']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
404,Firstname,Name,"['Projekt 55', 'Projekt 48', 'Projekt 8']","['Projekt 31', 'Projekt 30']",Programmieren,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""PHP"":""Experte""}"
405,Firstname,Name,"['Projekt 1', 'Projekt 55', 'Projekt 16']","['Projekt 58', 'Projekt 22']",Programmieren,"{""C++"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
406,Firstname,Name,"['Projekt 3', 'Projekt 9', 'Projekt 1']","['Projekt 57', 'Projekt 21']",Programmieren,"{""C#"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
407,Firstname,Name,"['Projekt 52', 'Projekt 39', 'Projekt 35']","['Projekt 58', 'Projekt 30']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
408,Firstname,Name,"['Projekt 49', 'Projekt 53', 'Projekt 47']","['Projekt 41', 'Projekt 18']",Schreiben,"{""C"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
